Mouse.Gene_ID	MGI	Entrez.Gene_ID	Human.Gene_ID	HGNC
ENSMUSG00000049800	Sertad2	58172	ENSG00000179833	SERTAD2
ENSMUSG00000034379	Wdr5b	69544	ENSG00000196981	WDR5B
ENSMUSG00000109865	Hspa14	50497	ENSG00000187522	HSPA14
ENSMUSG00000084648	Gm24378	115488464	ENSG00000222327	RNU6-855P
ENSMUSG00000057762	Gm6169	NA	ENSG00000102007	PLP2
ENSMUSG00000038102	Trappc11	320714	ENSG00000168538	TRAPPC11
ENSMUSG00000023018	Smarcd1	83797	ENSG00000066117	SMARCD1
ENSMUSG00000032473	Cldn18	56492	ENSG00000066405	CLDN18
ENSMUSG00000031314	Taf1	270627	ENSG00000147133	TAF1
ENSMUSG00000031314	Taf1	270627	ENSG00000122728	TAF1L
ENSMUSG00000018486	Wnt9b	22412	ENSG00000158955	WNT9B
ENSMUSG00000039485	Tspyl4	72480	ENSG00000187189	TSPYL4
ENSMUSG00000050395	Tnfsf15	326623	ENSG00000181634	TNFSF15
ENSMUSG00000020171	Yeats4	64050	ENSG00000127337	YEATS4
ENSMUSG00000028696	Ipp	16351	ENSG00000197429	IPP
ENSMUSG00000099687	Olfr623	259126	ENSG00000176239	OR51B6
ENSMUSG00000031375	Bgn	12111	ENSG00000182492	BGN
ENSMUSG00000050471	Fam118b	109229	ENSG00000197798	FAM118B
ENSMUSG00000065110	Snord61	NA	ENSG00000206979	SNORD61
ENSMUSG00000061436	Hipk2	15258	ENSG00000064393	HIPK2
ENSMUSG00000025318	Jph3	57340	ENSG00000154118	JPH3
ENSMUSG00000031491	Chrna6	11440	ENSG00000147434	CHRNA6
ENSMUSG00000026754	Golga1	76899	ENSG00000136935	GOLGA1
ENSMUSG00000020332	Meikin	74847	ENSG00000239642	MEIKIN
ENSMUSG00000032299	Commd4	66199	ENSG00000140365	COMMD4
ENSMUSG00000055652	Klhl25	207952	ENSG00000183655	KLHL25
ENSMUSG00000030934	Oat	18242	ENSG00000065154	OAT
ENSMUSG00000030366	Ceacam12	67315	ENSG00000105352	CEACAM4
ENSMUSG00000054951	9130008F23Rik	71583	ENSG00000197261	C6orf141
ENSMUSG00000029089	5730480H06Rik	66768	ENSG00000163138	PACRGL
ENSMUSG00000029089	5730480H06Rik	70592	ENSG00000163138	PACRGL
ENSMUSG00000028617	Lrrc42	77809	ENSG00000116212	LRRC42
ENSMUSG00000024397	Aif1	11629	ENSG00000204472	AIF1
ENSMUSG00000024379	Tslp	53603	ENSG00000145777	TSLP
ENSMUSG00000043931	Gimap7	231932	ENSG00000179144	GIMAP7
ENSMUSG00000031424	Kir3dl1	245616	ENSG00000242019	KIR3DL3
ENSMUSG00000031424	Kir3dl1	245616	ENSG00000243772	KIR2DL3
ENSMUSG00000031424	Kir3dl1	245616	ENSG00000125498	KIR2DL1
ENSMUSG00000031424	Kir3dl1	245616	ENSG00000189013	KIR2DL4
ENSMUSG00000031424	Kir3dl1	245616	ENSG00000167633	KIR3DL1
ENSMUSG00000031424	Kir3dl1	245616	ENSG00000221957	KIR2DS4
ENSMUSG00000031424	Kir3dl1	245616	ENSG00000240403	KIR3DL2
ENSMUSG00000030842	Lamtor1	66508	ENSG00000149357	LAMTOR1
ENSMUSG00000042097	Zfp239	22685	ENSG00000196793	ZNF239
ENSMUSG00000037826	Ppm1k	243382	ENSG00000163644	PPM1K
ENSMUSG00000043668	Tox3	244579	ENSG00000103460	TOX3
ENSMUSG00000034796	Cpne7	102278	ENSG00000178773	CPNE7
ENSMUSG00000038696	Mapkap1	227743	ENSG00000119487	MAPKAP1
ENSMUSG00000002032	Tmem25	71687	ENSG00000149582	TMEM25
ENSMUSG00000015787	Abo	80908	ENSG00000175164	ABO
ENSMUSG00000042414	Prdm14	383491	ENSG00000147596	PRDM14
ENSMUSG00000040624	Plekhg1	213783	ENSG00000120278	PLEKHG1
ENSMUSG00000034024	Cct2	12461	ENSG00000166226	CCT2
ENSMUSG00000079704	Gm14459	546263	ENSG00000268447	SSX2B
ENSMUSG00000079704	Gm14459	546263	ENSG00000165584	SSX3
ENSMUSG00000079704	Gm14459	546263	ENSG00000268009	SSX4
ENSMUSG00000079704	Gm14459	546263	ENSG00000126752	SSX1
ENSMUSG00000079704	Gm14459	546263	ENSG00000165583	SSX5
ENSMUSG00000079704	Gm14459	546263	ENSG00000269791	SSX4B
ENSMUSG00000074361	C5ar2	319430	ENSG00000134830	C5AR2
ENSMUSG00000021248	Tmed10	68581	ENSG00000170348	TMED10
ENSMUSG00000022299	Slc25a32	69906	ENSG00000164933	SLC25A32
ENSMUSG00000022299	Slc25a32	69906	ENSG00000285982	
ENSMUSG00000025034	Trim8	93679	ENSG00000171206	TRIM8
ENSMUSG00000071158	Klrh1	232415	ENSG00000205810	KLRC3
ENSMUSG00000089717	Olfr275	75367	ENSG00000186881	OR13F1
ENSMUSG00000089717	Olfr275	258857	ENSG00000186881	OR13F1
ENSMUSG00000076275	Mir675	735280	ENSG00000284010	MIR675
ENSMUSG00000050541	Adra1b	11548	ENSG00000170214	ADRA1B
ENSMUSG00000068079	Tcf15	21407	ENSG00000125878	TCF15
ENSMUSG00000044139	Prss53	330657	ENSG00000151006	PRSS53
ENSMUSG00000020283	Pex13	72129	ENSG00000162928	PEX13
ENSMUSG00000022388	Ttll8	239591	ENSG00000138892	TTLL8
ENSMUSG00000015745	Plekho1	67220	ENSG00000023902	PLEKHO1
ENSMUSG00000026985	Il1f8	69677	ENSG00000136696	IL36B
ENSMUSG00000095170	Ighv8-11	NA	ENSG00000211951	IGHV2-26
ENSMUSG00000099531	Gm20869	NA	ENSG00000139351	SYCP3
ENSMUSG00000041911	Dlx1	13390	ENSG00000144355	DLX1
ENSMUSG00000066406	Akap13	75547	ENSG00000170776	AKAP13
ENSMUSG00000019845	Tube1	71924	ENSG00000074935	TUBE1
ENSMUSG00000019054	Fis1	66437	ENSG00000214253	FIS1
ENSMUSG00000059316	Slc27a4	26569	ENSG00000167114	SLC27A4
ENSMUSG00000079015	Serpina1c	20702	ENSG00000197249	SERPINA1
ENSMUSG00000041135	Ripk2	192656	ENSG00000104312	RIPK2
ENSMUSG00000065794	Gm25514	NA	ENSG00000212605	RNU1-56P
ENSMUSG00000041488	Stx3	20908	ENSG00000166900	STX3
ENSMUSG00000028455	Stoml2	66592	ENSG00000165283	STOML2
ENSMUSG00000015668	Pdzd11	72621	ENSG00000120509	PDZD11
ENSMUSG00000078139	AK157302	NA	ENSG00000135070	ISCA1
ENSMUSG00000000088	Cox5a	12858	ENSG00000178741	COX5A
ENSMUSG00000079476	1700011M02Rik	NA	ENSG00000275520	FAM236A
ENSMUSG00000079476	1700011M02Rik	NA	ENSG00000225396	FAM236D
ENSMUSG00000005813	Metap1	75624	ENSG00000164024	METAP1
ENSMUSG00000025436	Atp23	68876	ENSG00000166896	ATP23
ENSMUSG00000061798	Olfr1204	258455	ENSG00000185926	OR4C46
ENSMUSG00000068587	Mgam	232714	ENSG00000257335	MGAM
ENSMUSG00000063698	Sfxn4	94281	ENSG00000183605	SFXN4
ENSMUSG00000036985	Zdhhc9	208884	ENSG00000188706	ZDHHC9
ENSMUSG00000020514	Mrpl22	216767	ENSG00000082515	MRPL22
ENSMUSG00000040841	Six5	20475	ENSG00000177045	SIX5
ENSMUSG00000036853	Mcoln3	171166	ENSG00000055732	MCOLN3
ENSMUSG00000041722	Khdc1c	433278	ENSG00000243501	
ENSMUSG00000041722	Khdc1c	433278	ENSG00000256980	KHDC1L
ENSMUSG00000041722	Khdc1c	433278	ENSG00000135314	KHDC1
ENSMUSG00000047678	Gpr82	319200	ENSG00000171657	GPR82
ENSMUSG00000075703	Selenoi	28042	ENSG00000138018	SELENOI
ENSMUSG00000022156	Gzme	14942	ENSG00000100450	GZMH
ENSMUSG00000022156	Gzme	14942	ENSG00000100453	GZMB
ENSMUSG00000040759	Cmtm5	67272	ENSG00000166091	CMTM5
ENSMUSG00000072568	Lratd2	399603	ENSG00000168672	LRATD2
ENSMUSG00000006315	Tmem147	69804	ENSG00000105677	TMEM147
ENSMUSG00000040037	Negr1	320840	ENSG00000172260	NEGR1
ENSMUSG00000021189	Atxn3	110616	ENSG00000123594	ATXN3L
ENSMUSG00000063727	Tnfrsf11b	18383	ENSG00000164761	TNFRSF11B
ENSMUSG00000040331	Nsmce4a	67872	ENSG00000107672	NSMCE4A
ENSMUSG00000087679	Tmem250-ps	109299	ENSG00000238227	TMEM250
ENSMUSG00000029918	Mrps33	14548	ENSG00000090263	MRPS33
ENSMUSG00000024477	Pggt1b	225467	ENSG00000164219	PGGT1B
ENSMUSG00000071369	Map3k5	26408	ENSG00000130669	PAK4
ENSMUSG00000050141	Fam205c	277773	ENSG00000187791	FAM205C
ENSMUSG00000041297	Cdk13	69562	ENSG00000065883	CDK13
ENSMUSG00000057439	Kir3dl2	245615	ENSG00000242019	KIR3DL3
ENSMUSG00000057439	Kir3dl2	245615	ENSG00000243772	KIR2DL3
ENSMUSG00000057439	Kir3dl2	245615	ENSG00000125498	KIR2DL1
ENSMUSG00000057439	Kir3dl2	245615	ENSG00000189013	KIR2DL4
ENSMUSG00000057439	Kir3dl2	245615	ENSG00000167633	KIR3DL1
ENSMUSG00000057439	Kir3dl2	245615	ENSG00000221957	KIR2DS4
ENSMUSG00000057439	Kir3dl2	245615	ENSG00000240403	KIR3DL2
ENSMUSG00000053773	Rdh8	235033	ENSG00000080511	RDH8
ENSMUSG00000003380	Rabac1	14470	ENSG00000105404	RABAC1
ENSMUSG00000020282	Rhbdf1	13650	ENSG00000007384	RHBDF1
ENSMUSG00000030114	Klrg1	50928	ENSG00000139187	KLRG1
ENSMUSG00000116780	Dynlt2a3	100041586	ENSG00000184786	DYNLT2
ENSMUSG00000034729	Mrps10	64657	ENSG00000048544	MRPS10
ENSMUSG00000024095	Hnrnpll	72692	ENSG00000143889	HNRNPLL
ENSMUSG00000066324	Bpnt2	242291	ENSG00000104331	BPNT2
ENSMUSG00000034164	Emid1	140703	ENSG00000186998	EMID1
ENSMUSG00000048939	Atp13a5	268878	ENSG00000187527	ATP13A5
ENSMUSG00000032556	Bfsp2	107993	ENSG00000170819	BFSP2
ENSMUSG00000062519	Zfp398	272347	ENSG00000197024	ZNF398
ENSMUSG00000044348	Slc25a53	67062	ENSG00000269743	SLC25A53
ENSMUSG00000005474	Myl10	59310	ENSG00000106436	MYL10
ENSMUSG00000021371	Mcur1	76137	ENSG00000050393	MCUR1
ENSMUSG00000037206	Islr	26968	ENSG00000129009	ISLR
ENSMUSG00000029784	Ssmem1	75647	ENSG00000165120	SSMEM1
ENSMUSG00000073723	Gm13102	100041077	ENSG00000270601	PRAMEF5
ENSMUSG00000073723	Gm13102	100041077	ENSG00000237700	PRAMEF33
ENSMUSG00000073723	Gm13102	100041077	ENSG00000204510	PRAMEF7
ENSMUSG00000073723	Gm13102	100041077	ENSG00000182330	PRAMEF8
ENSMUSG00000021495	Fam193b	212483	ENSG00000146067	FAM193B
ENSMUSG00000026336	Slco6d1	70866	ENSG00000205359	SLCO6A1
ENSMUSG00000032226	Gcnt3	72077	ENSG00000140297	GCNT3
ENSMUSG00000059654	Reg1	19692	ENSG00000115386	REG1A
ENSMUSG00000042250	Pglyrp4	384997	ENSG00000163218	PGLYRP4
ENSMUSG00000032393	Dpp8	74388	ENSG00000074603	DPP8
ENSMUSG00000056999	Ide	15925	ENSG00000119912	IDE
ENSMUSG00000096458	Moap1	64113	ENSG00000165943	MOAP1
ENSMUSG00000027582	Zgpat	229007	ENSG00000197114	ZGPAT
ENSMUSG00000027582	Zgpat	229007	ENSG00000273154	
ENSMUSG00000093011	Mir100	723892	ENSG00000207994	MIR100
ENSMUSG00000030282	Cmas	12764	ENSG00000111726	CMAS
ENSMUSG00000000838	Fmr1	14265	ENSG00000102081	FMR1
ENSMUSG00000020114	Cand1	71902	ENSG00000111530	CAND1
ENSMUSG00000000214	Th	21823	ENSG00000180176	TH
ENSMUSG00000087800	Gm25569	NA	ENSG00000212228	
ENSMUSG00000064308	2410137M14Rik	76797	ENSG00000204642	HLA-F
ENSMUSG00000000093	Tbx2	21385	ENSG00000121068	TBX2
ENSMUSG00000024164	C3	12266	ENSG00000125730	C3
ENSMUSG00000020175	Rab36	76877	ENSG00000100228	RAB36
ENSMUSG00000046101	Mcmdc2	240697	ENSG00000178460	MCMDC2
ENSMUSG00000031099	Smarca1	93761	ENSG00000102038	SMARCA1
ENSMUSG00000041216	Clvs1	74438	ENSG00000177182	CLVS1
ENSMUSG00000022556	Hsf1	15499	ENSG00000185122	HSF1
ENSMUSG00000021725	Parp8	52552	ENSG00000151883	PARP8
ENSMUSG00000031077	Fadd	14082	ENSG00000168040	FADD
ENSMUSG00000051000	Fam160a1	229488	ENSG00000164142	FAM160A1
ENSMUSG00000078348	Sf3b5	66125	ENSG00000169976	SF3B5
ENSMUSG00000031371	Haus7	73738	ENSG00000213397	HAUS7
ENSMUSG00000014633	Cmc2	66531	ENSG00000286221	
ENSMUSG00000067367	Lyar	17089	ENSG00000145220	LYAR
ENSMUSG00000019820	Utrn	22288	ENSG00000152818	UTRN
ENSMUSG00000021589	Rhobtb3	73296	ENSG00000164292	RHOBTB3
ENSMUSG00000022542	Septin12	71089	ENSG00000140623	SEPTIN12
ENSMUSG00000060240	Cend1	57754	ENSG00000184524	CEND1
ENSMUSG00000114865	Gm29776	101056084	ENSG00000283654	LMLN2
ENSMUSG00000104536	Gm23786	115489242	ENSG00000252122	
ENSMUSG00000054256	Msi1	17690	ENSG00000135097	MSI1
ENSMUSG00000049728	Zfp668	244219	ENSG00000167394	ZNF668
ENSMUSG00000023284	Zfp605	675812	ENSG00000196458	ZNF605
ENSMUSG00000042406	Atf4	11911	ENSG00000128272	ATF4
ENSMUSG00000038754	Elovl3	12686	ENSG00000119915	ELOVL3
ENSMUSG00000030790	Adm	11535	ENSG00000148926	ADM
ENSMUSG00000002010	Idh3g	15929	ENSG00000067829	IDH3G
ENSMUSG00000078919	Dpm1	13480	ENSG00000000419	DPM1
ENSMUSG00000029177	Cenpa	12615	ENSG00000115163	CENPA
ENSMUSG00000006586	Runx1t1	12395	ENSG00000079102	RUNX1T1
ENSMUSG00000038286	Bphl	68021	ENSG00000137274	BPHL
ENSMUSG00000026102	Inpp1	16329	ENSG00000151689	INPP1
ENSMUSG00000111611	Olfr157	100040268	ENSG00000243641	OR13C7
ENSMUSG00000020333	Acsl6	216739	ENSG00000281938	
ENSMUSG00000059273	Zc3h4	330474	ENSG00000130749	ZC3H4
ENSMUSG00000091337	Eid1	58521	ENSG00000255302	EID1
ENSMUSG00000100055	Gm20890	108168552	ENSG00000139351	SYCP3
ENSMUSG00000055022	Cntn1	12805	ENSG00000018236	CNTN1
ENSMUSG00000035601	Trmt10b	69934	ENSG00000165275	TRMT10B
ENSMUSG00000062127	Cttnbp2nl	80281	ENSG00000143079	CTTNBP2NL
ENSMUSG00000044976	Wdr72	546144	ENSG00000166415	WDR72
ENSMUSG00000035351	Nup37	69736	ENSG00000075188	NUP37
ENSMUSG00000039032	Tsga13	116732	ENSG00000213265	TSGA13
ENSMUSG00000029761	Cald1	109624	ENSG00000122786	CALD1
ENSMUSG00000047379	B4gat1	108902	ENSG00000174684	B4GAT1
ENSMUSG00000039883	Lrrc17	74511	ENSG00000128606	LRRC17
ENSMUSG00000032875	Arhgef17	207212	ENSG00000110237	ARHGEF17
ENSMUSG00000067594	Krt77	406220	ENSG00000189182	KRT77
ENSMUSG00000050545	Fam228b	207921	ENSG00000276087	
ENSMUSG00000050545	Fam228b	207921	ENSG00000219626	FAM228B
ENSMUSG00000006724	Cyp27b1	13115	ENSG00000111012	CYP27B1
ENSMUSG00000013465	Nelfb	58202	ENSG00000188986	NELFB
ENSMUSG00000074576	Mocs3	69372	ENSG00000124217	MOCS3
ENSMUSG00000072941	Sod3	20657	ENSG00000109610	SOD3
ENSMUSG00000003948	Mmd	67468	ENSG00000108960	MMD
ENSMUSG00000049482	Ctu2	66965	ENSG00000174177	CTU2
ENSMUSG00000021707	Dhfr	13361	ENSG00000228716	DHFR
ENSMUSG00000019841	Rev3l	19714	ENSG00000009413	REV3L
ENSMUSG00000071262	Zfp957	105590	ENSG00000100207	TCF20
ENSMUSG00000101157	Gm20905	108168510	ENSG00000139351	SYCP3
ENSMUSG00000040969	Arhgef38	77669	ENSG00000236699	ARHGEF38
ENSMUSG00000024360	Etf1	225363	ENSG00000120705	ETF1
ENSMUSG00000031642	Sh3rf1	59009	ENSG00000154447	SH3RF1
ENSMUSG00000048234	Rnf149	67702	ENSG00000163162	RNF149
ENSMUSG00000079317	Trappc2	66226	ENSG00000256060	TRAPPC2B
ENSMUSG00000079317	Trappc2	66226	ENSG00000196459	TRAPPC2
ENSMUSG00000028451	1700022I11Rik	67317	ENSG00000174038	C9orf131
ENSMUSG00000014542	Clec4f	51811	ENSG00000152672	CLEC4F
ENSMUSG00000032238	Rora	19883	ENSG00000069667	RORA
ENSMUSG00000020389	Cdkl3	213084	ENSG00000006837	CDKL3
ENSMUSG00000058207	Serpina3k	20714	ENSG00000196136	SERPINA3
ENSMUSG00000056665	Them6	223626	ENSG00000130193	THEM6
ENSMUSG00000031386	Hcfc1	15161	ENSG00000172534	HCFC1
ENSMUSG00000074272	Ceacam1	26365	ENSG00000007306	CEACAM7
ENSMUSG00000074272	Ceacam1	26365	ENSG00000105388	CEACAM5
ENSMUSG00000074272	Ceacam1	26365	ENSG00000267881	
ENSMUSG00000074272	Ceacam1	26365	ENSG00000086548	CEACAM6
ENSMUSG00000074272	Ceacam1	26365	ENSG00000170956	CEACAM3
ENSMUSG00000074272	Ceacam1	26365	ENSG00000204941	PSG5
ENSMUSG00000074272	Ceacam1	26365	ENSG00000243137	PSG4
ENSMUSG00000074272	Ceacam1	26365	ENSG00000183668	PSG9
ENSMUSG00000074272	Ceacam1	26365	ENSG00000221826	PSG3
ENSMUSG00000074272	Ceacam1	26365	ENSG00000124467	PSG8
ENSMUSG00000074272	Ceacam1	26365	ENSG00000221878	PSG7
ENSMUSG00000074272	Ceacam1	26365	ENSG00000243130	PSG11
ENSMUSG00000074272	Ceacam1	26365	ENSG00000242221	PSG2
ENSMUSG00000074272	Ceacam1	26365	ENSG00000170848	PSG6
ENSMUSG00000017733	Eppin	75526	ENSG00000249139	EPPIN-WFDC6
ENSMUSG00000017733	Eppin	75526	ENSG00000101448	EPPIN
ENSMUSG00000059119	Nap1l4	17955	ENSG00000205531	NAP1L4
ENSMUSG00000027363	Usp8	84092	ENSG00000138592	USP8
ENSMUSG00000074637	Sox2	20674	ENSG00000181449	SOX2
ENSMUSG00000036198	Arhgap36	75404	ENSG00000147256	ARHGAP36
ENSMUSG00000029419	Ajm1	381353	ENSG00000232434	AJM1
ENSMUSG00000024998	Plce1	74055	ENSG00000138193	PLCE1
ENSMUSG00000020659	Cbll1	104836	ENSG00000105879	CBLL1
ENSMUSG00000034453	Polr3b	70428	ENSG00000013503	POLR3B
ENSMUSG00000056885	Gm4559	100043627	ENSG00000187272	KRTAP9-8
ENSMUSG00000056885	Gm4559	100043627	ENSG00000180386	KRTAP9-7
ENSMUSG00000056885	Gm4559	100043627	ENSG00000240542	KRTAP9-1
ENSMUSG00000056885	Gm4559	100043627	ENSG00000244537	KRTAP4-2
ENSMUSG00000056885	Gm4559	100043627	ENSG00000239886	KRTAP9-2
ENSMUSG00000056885	Gm4559	100043627	ENSG00000241595	KRTAP9-4
ENSMUSG00000056885	Gm4559	100043627	ENSG00000204873	KRTAP9-3
ENSMUSG00000056885	Gm4559	100043627	ENSG00000198083	KRTAP9-9
ENSMUSG00000024527	Afg3l2	69597	ENSG00000141385	AFG3L2
ENSMUSG00000049013	Prss48	368202	ENSG00000189099	PRSS48
ENSMUSG00000020309	Chac2	68044	ENSG00000143942	CHAC2
ENSMUSG00000021622	Ckmt2	76722	ENSG00000131730	CKMT2
ENSMUSG00000027778	Ift80	68259	ENSG00000068885	IFT80
ENSMUSG00000095571	Ighv5-17	NA	ENSG00000254167	IGHV8-51-1
ENSMUSG00000020973	Dnaaf2	109065	ENSG00000165506	DNAAF2
ENSMUSG00000020440	Arf5	11844	ENSG00000004059	ARF5
ENSMUSG00000051706	Olfr1325	258393	ENSG00000171054	OR13H1
ENSMUSG00000038092	Hsd3b5	15496	ENSG00000203859	HSD3B2
ENSMUSG00000056679	Gpr173	70771	ENSG00000184194	GPR173
ENSMUSG00000048500	Defb15	246082	ENSG00000186458	DEFB132
ENSMUSG00000040312	Cchcr1	240084	ENSG00000204536	CCHCR1
ENSMUSG00000039476	Prrx2	20204	ENSG00000167157	PRRX2
ENSMUSG00000063129	Aldoart2	79459	ENSG00000149925	ALDOA
ENSMUSG00000048185	Gm7075	NA	ENSG00000114125	RNF7
ENSMUSG00000060679	Mrps9	69527	ENSG00000135972	MRPS9
ENSMUSG00000059851	Kmt5c	232811	ENSG00000133247	KMT5C
ENSMUSG00000059361	Nrsn2	228777	ENSG00000125841	NRSN2
ENSMUSG00000032062	2310030G06Rik	66952	ENSG00000149300	C11orf52
ENSMUSG00000058354	Krt6a	16687	ENSG00000170465	KRT6C
ENSMUSG00000058354	Krt6a	16687	ENSG00000205420	KRT6A
ENSMUSG00000037363	Letm2	270035	ENSG00000165046	LETM2
ENSMUSG00000038206	Fbxo8	50753	ENSG00000164117	FBXO8
ENSMUSG00000003235	Eif2b5	224045	ENSG00000145191	EIF2B5
ENSMUSG00000034998	Foxn2	14236	ENSG00000170802	FOXN2
ENSMUSG00000039419	Cntnap2	66797	ENSG00000174469	CNTNAP2
ENSMUSG00000022568	Scrib	105782	ENSG00000180900	SCRIB
ENSMUSG00000056498	Tmem154	320782	ENSG00000170006	TMEM154
ENSMUSG00000087938	Gm26049	115490020	ENSG00000207461	RNU6-253P
ENSMUSG00000022359	Wdyhv1	76773	ENSG00000156795	NTAQ1
ENSMUSG00000024101	Washc1	68767	ENSG00000182484	WASH6P
ENSMUSG00000024101	Washc1	68767	ENSG00000181404	WASHC1
ENSMUSG00000029663	Gngt1	14699	ENSG00000127928	GNGT1
ENSMUSG00000028088	Fmo5	14263	ENSG00000131781	FMO5
ENSMUSG00000064666	Snora52	100217419	ENSG00000199785	SNORA52
ENSMUSG00000034384	Barhl2	104382	ENSG00000143032	BARHL2
ENSMUSG00000039480	Nt5dc1	319638	ENSG00000178425	NT5DC1
ENSMUSG00000032036	Kirrel3	67703	ENSG00000149571	KIRREL3
ENSMUSG00000078964	Ces1b	382044	ENSG00000198848	CES1
ENSMUSG00000062397	Zfp706	68036	ENSG00000120963	ZNF706
ENSMUSG00000036275	9530068E07Rik	213673	ENSG00000113583	C5orf15
ENSMUSG00000042594	Sh2b3	16923	ENSG00000111252	SH2B3
ENSMUSG00000015721	Nlrp5	23968	ENSG00000171487	NLRP5
ENSMUSG00000025917	Cops5	26754	ENSG00000121022	COPS5
ENSMUSG00000004788	Eif2b2	217715	ENSG00000119718	EIF2B2
ENSMUSG00000027286	Lrrc57	66606	ENSG00000285942	
ENSMUSG00000027286	Lrrc57	66606	ENSG00000180979	LRRC57
ENSMUSG00000009941	Nxf2	83454	ENSG00000269405	NXF2
ENSMUSG00000009941	Nxf2	83454	ENSG00000269437	NXF2B
ENSMUSG00000041890	Git2	26431	ENSG00000139436	GIT2
ENSMUSG00000096254	Olfr724	258485	ENSG00000176246	OR4L1
ENSMUSG00000035860	Cdhr3	68764	ENSG00000128536	CDHR3
ENSMUSG00000065053	Gm25705	115490013	ENSG00000201386	RNU6-1163P
ENSMUSG00000087819	Gm25117	115487522	ENSG00000212228	
ENSMUSG00000028271	Gtf2b	229906	ENSG00000137947	GTF2B
ENSMUSG00000030494	Rhpn2	52428	ENSG00000131941	RHPN2
ENSMUSG00000052557	Gan	209239	ENSG00000261609	GAN
ENSMUSG00000039552	Rsph4a	212892	ENSG00000111834	RSPH4A
ENSMUSG00000006310	Zbtb32	58206	ENSG00000011590	ZBTB32
ENSMUSG00000036980	Taf6	21343	ENSG00000106290	TAF6
ENSMUSG00000025537	Phkg1	18682	ENSG00000164776	PHKG1
ENSMUSG00000024505	Dtwd2	68857	ENSG00000169570	DTWD2
ENSMUSG00000050121	Opalin	226115	ENSG00000197430	OPALIN
ENSMUSG00000015189	Casd1	213819	ENSG00000127995	CASD1
ENSMUSG00000071424	Grid2	14804	ENSG00000152208	GRID2
ENSMUSG00000064392	Gm23626	115487048	ENSG00000277184	SNORA9
ENSMUSG00000020169	Best3	382427	ENSG00000127325	BEST3
ENSMUSG00000076451	Mir770	791079	ENSG00000211574	MIR770
ENSMUSG00000039760	Il22ra2	237310	ENSG00000164485	IL22RA2
ENSMUSG00000027502	Rtf2	66404	ENSG00000022277	RTF2
ENSMUSG00000070366	Plpp4	381925	ENSG00000203805	PLPP4
ENSMUSG00000040276	Pacsin1	23969	ENSG00000124507	PACSIN1
ENSMUSG00000002797	Ggct	110175	ENSG00000006625	GGCT
ENSMUSG00000002797	Ggct	110175	ENSG00000281039	
ENSMUSG00000070934	Rraga	68441	ENSG00000155876	RRAGA
ENSMUSG00000054074	Skida1	72668	ENSG00000180592	SKIDA1
ENSMUSG00000030017	Reg3g	19695	ENSG00000172023	REG1B
ENSMUSG00000023909	Paqr4	76498	ENSG00000162073	PAQR4
ENSMUSG00000035804	Ins1	16333	ENSG00000254647	INS
ENSMUSG00000064543	Gm22979	115488545	ENSG00000200204	RNU1-22P
ENSMUSG00000037286	Stag1	20842	ENSG00000118007	STAG1
ENSMUSG00000029153	Ociad2	433904	ENSG00000145247	OCIAD2
ENSMUSG00000042367	Gjb3	14620	ENSG00000188910	GJB3
ENSMUSG00000030724	Cd19	12478	ENSG00000177455	CD19
ENSMUSG00000021263	Degs2	70059	ENSG00000168350	DEGS2
ENSMUSG00000032028	Nxpe2	78252	ENSG00000204361	NXPE2
ENSMUSG00000025860	Xiap	11798	ENSG00000101966	XIAP
ENSMUSG00000039058	Ak5	229949	ENSG00000154027	AK5
ENSMUSG00000051076	Vtcn1	242122	ENSG00000134258	VTCN1
ENSMUSG00000113255	Tes3-ps	NA	ENSG00000043093	DCUN1D1
ENSMUSG00000029552	Tes	21753	ENSG00000135269	TES
ENSMUSG00000033768	Nrxn2	18190	ENSG00000110076	NRXN2
ENSMUSG00000035295	Wdr38	76646	ENSG00000136918	WDR38
ENSMUSG00000065622	Gm24763	115489259	ENSG00000222985	RNU2-14P
ENSMUSG00000065622	Gm24763	115489259	ENSG00000222293	RNU2-36P
ENSMUSG00000080469	Snord98	NA	ENSG00000283551	SNORD98
ENSMUSG00000000617	Grm6	108072	ENSG00000113262	GRM6
ENSMUSG00000026980	Ly75	17076	ENSG00000248672	LY75-CD302
ENSMUSG00000074397	Foxr1	382074	ENSG00000176302	FOXR1
ENSMUSG00000031931	Ankrd49	56503	ENSG00000168876	ANKRD49
ENSMUSG00000020311	Erlec1	66753	ENSG00000068912	ERLEC1
ENSMUSG00000015133	Lrrk1	233328	ENSG00000154237	LRRK1
ENSMUSG00000116461	Gm44502	NA	ENSG00000254413	CHKB-CPT1B
ENSMUSG00000116461	Gm44502	NA	ENSG00000100288	CHKB
ENSMUSG00000048581	E130311K13Rik	329659	ENSG00000174928	C3orf33
ENSMUSG00000024749	Tmc1	13409	ENSG00000165091	TMC1
ENSMUSG00000100535	Gm20870	73329	ENSG00000139351	SYCP3
ENSMUSG00000020017	Hal	15109	ENSG00000084110	HAL
ENSMUSG00000087403	Kantr	NA	ENSG00000232593	KANTR
ENSMUSG00000030421	Uri1	19777	ENSG00000105176	URI1
ENSMUSG00000024234	Mtpap	67440	ENSG00000107951	MTPAP
ENSMUSG00000072814	Gm7982	666209	ENSG00000270601	PRAMEF5
ENSMUSG00000072814	Gm7982	666209	ENSG00000237700	PRAMEF33
